Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
51,Current employee,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,2953,126408,1,Female,45,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
38,Current employee,Travel_Rarely,1380,Research & Development,9,2,Medical,1,2954,126409,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
51,Current employee,Travel_Rarely,1178,Sales,14,2,Medical,1,2955,126410,1,Female,45,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,4,3,80,0,2,3,3,2,2,2,1,Seek
38,Current employee,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,2956,126411,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
38,Current employee,Travel_Rarely,1380,Research & Development,9,2,Medical,1,2957,126412,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
51,Current employee,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,2958,126413,1,Female,45,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
51,Current employee,Travel_Rarely,1178,Sales,14,2,Medical,1,2959,126414,1,Female,45,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Seek
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2960,126415,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2961,126416,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2962,126417,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,2,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2963,126418,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,3,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2964,126419,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2965,126420,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,3,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2966,126421,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2967,126422,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,2,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2968,126423,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2969,126424,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2970,126425,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,2,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2971,126426,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,3,Y,Yes,23,3,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2972,126427,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
31,Current employee,Travel_Rarely,140,Research & Development,12,1,Medical,1,2973,126428,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,3,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2974,126429,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
36,Current employee,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,2975,126430,1,Female,45,3,1,Research Scientist,4,Married,3929,6984,2,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Referral
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Medical,1,2976,126431,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2977,126432,1,Female,45,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2978,126433,1,Female,45,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Technical Degree,1,2979,126434,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,4,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Technical Degree,1,2980,126435,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,4,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2981,126436,1,Female,45,3,1,Research Scientist,2,Married,3346,11873,3,Y,Yes,20,4,2,80,1,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Medical,1,2982,126437,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2983,126438,1,Female,45,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2984,126439,1,Female,45,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Technical Degree,1,2985,126440,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,4,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Medical,1,2986,126441,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
34,Current employee,Travel_Rarely,629,Research & Development,27,2,Technical Degree,1,2987,126442,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,4,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Company Website
55,Current employee,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,2988,126443,1,Female,45,3,1,Research Scientist,2,Married,3346,11873,3,Y,Yes,20,4,2,80,1,9,3,3,3,2,1,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Marketing,1,2989,126444,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,2990,126445,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Medical,1,2991,126446,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Medical,1,2992,126447,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,2993,126448,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Medical,1,2994,126449,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Marketing,1,2995,126450,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Medical,1,2996,126451,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Marketing,1,2997,126452,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,2998,126453,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Medical,1,2999,126454,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Medical,1,3000,126455,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,3,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,3001,126456,1,Female,45,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
37,Current employee,Travel_Rarely,1107,Research & Development,14,3,Medical,1,3002,126457,1,Female,94,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Marketing,1,3003,126458,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
41,Voluntary Resignation,Travel_Rarely,1356,Sales,20,2,Medical,1,3004,126459,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,9,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Medical,1,3005,126460,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,4,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3006,126461,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Human Resources,1,3007,126462,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,0,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3008,126463,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,1,Y,No,15,4,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3009,126464,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3010,126465,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,1,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Medical,1,3011,126466,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Human Resources,1,3012,126467,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,0,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Medical,1,3013,126468,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,4,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3014,126469,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Human Resources,1,3015,126470,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,0,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3016,126471,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,1,Y,No,15,4,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3017,126472,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
42,Current employee,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,3018,126473,1,Male,45,2,1,Laboratory Technician,3,Married,3690,3425,1,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Medical,1,3019,126474,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
50,Current employee,Travel_Rarely,328,Research & Development,1,3,Human Resources,1,3020,126475,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,0,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3021,126476,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3022,126477,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Medical,1,3023,126478,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3024,126479,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3025,126480,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Medical,1,3026,126481,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3027,126482,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3028,126483,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3029,126484,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3030,126485,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Medical,1,3031,126486,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3032,126487,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3033,126488,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
37,Current employee,Travel_Rarely,1305,Research & Development,10,4,Medical,1,3034,126489,1,Female,45,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3035,126490,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
53,Current employee,Travel_Rarely,1084,Research & Development,13,2,Medical,1,3036,126491,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Company Website
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3037,126492,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,4,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,3038,126493,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Medical,1,3039,126494,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3040,126495,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3041,126496,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3042,126497,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,3043,126498,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Medical,1,3044,126499,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3045,126500,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,4,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,3046,126501,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Medical,1,3047,126502,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3048,126503,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3049,126504,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
33,Current employee,Travel_Rarely,931,Research & Development,14,3,Medical,1,3050,126505,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,3051,126506,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
43,Current employee,Travel_Rarely,982,Research & Development,12,3,Medical,1,3052,126507,1,Female,45,3,1,Research Scientist,2,Married,2756,4673,3,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Medical,1,3053,126508,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3054,126509,1,Female,45,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Life Sciences,1,3055,126510,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3056,126511,1,Female,45,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3057,126512,1,Female,45,3,5,Manager,3,Married,19033,19146,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3058,126513,1,Female,45,3,5,Manager,3,Married,19033,20156,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Medical,1,3059,126514,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Life Sciences,1,3060,126515,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Medical,1,3061,126516,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3062,126517,1,Female,45,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Life Sciences,1,3063,126518,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3064,126519,1,Female,45,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3065,126520,1,Female,45,3,5,Manager,3,Married,19033,19146,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
25,Current employee,Travel_Rarely,891,Sales,4,2,Life Sciences,1,3066,126521,1,Female,45,3,5,Manager,3,Married,19033,20156,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Medical,1,3067,126522,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
40,Current employee,Travel_Rarely,989,Research & Development,4,1,Life Sciences,1,3068,126523,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Adzuna
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3069,126524,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,4,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3070,126525,1,Male,45,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3071,126526,1,Male,45,4,5,Research Director,2,Single,18722,13339,1,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3072,126527,3,Male,61,4,5,Research Director,2,Single,18722,13339,2,Y,No,11,4,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3073,126528,1,Male,45,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3074,126529,1,Male,45,4,5,Research Director,2,Single,18722,13339,1,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3075,126530,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3076,126531,3,Male,61,4,5,Research Scientist,3,Single,2479,26227,2,Y,No,24,4,1,80,0,7,3,3,24,15,2,15,GlassDoor
55,Current employee,Travel_Rarely,692,Research & Development,14,4,Medical,1,3077,126532,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,4,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3078,126533,1,Male,45,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
31,Current employee,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,3079,126534,1,Male,45,4,5,Research Director,2,Single,18722,13339,1,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,GlassDoor
